Energy,e:0-4,e:4-8,e:8-16,e:16-32,e:32-64,e:64-128,e:128-256,e:256-512,e:512-2048,e:std,e:var,e:max,e:mean
mu1.wav,0.0,0.018072289156626505,0.0783132530120482,0.1144578313253012,0.572289156626506,0.21686746987951808,0.0,0.0,0.0,20.0274388228535,401.0983058031397,90.1811055254021,48.24630145709412
mu2.wav,0.03614457831325301,0.018072289156626505,0.1144578313253012,0.1566265060240964,0.4879518072289157,0.18674698795180722,0.0,0.0,0.0,23.744124467032307,563.7834467059223,116.12214323425442,43.52921145850148
mu3.wav,0.0,0.0,0.006024096385542169,0.1566265060240964,0.39759036144578314,0.42168674698795183,0.018072289156626505,0.0,0.0,27.29158771634976,744.8307600792132,147.52432403147384,59.78022654236404
mu4.wav,0.0,0.0,0.0,0.030120481927710843,0.29518072289156627,0.608433734939759,0.06626506024096386,0.0,0.0,27.0115284095169,729.6226670181385,157.00155647674302,77.28764114940286
mu5.wav,0.006024096385542169,0.006024096385542169,0.04216867469879518,0.13253012048192772,0.2710843373493976,0.3855421686746988,0.1566265060240964,0.0,0.0,48.80127039955555,2381.563992610537,225.27977115648943,76.88879995481723
mu6.wav,0.0,0.006024096385542169,0.006024096385542169,0.06626506024096386,0.39156626506024095,0.5240963855421686,0.006024096385542169,0.0,0.0,24.45123653897656,597.8629682849825,147.5431269546014,66.46011567208308
mu7.wav,0.0,0.05421686746987952,0.13253012048192772,0.1927710843373494,0.35542168674698793,0.2469879518072289,0.018072289156626505,0.0,0.0,31.25982698605582,977.1767831981437,147.25507884814246,48.08393819092708
mu8.wav,0.0,0.0,0.012048192771084338,0.1686746987951807,0.4036144578313253,0.39759036144578314,0.018072289156626505,0.0,0.0,30.10282805384596,906.1802568394155,138.90741475876607,61.33566186645166
mu9.wav,0.0,0.0,0.006024096385542169,0.012048192771084338,0.0963855421686747,0.6024096385542169,0.28313253012048195,0.0,0.0,41.55411936272252,1726.7448360113904,216.70899551542726,110.17849455596621
mu10.wav,0.04216867469879518,0.006024096385542169,0.0,0.04819277108433735,0.37349397590361444,0.5301204819277109,0.0,0.0,0.0,24.235085847466518,587.3393860340719,109.75167251484777,62.92850311183552
mu11.wav,0.10843373493975904,0.1686746987951807,0.1686746987951807,0.09036144578313253,0.05421686746987952,0.3373493975903614,0.07228915662650602,0.0,0.0,51.99522720941856,2703.5036525590604,189.65144377449568,52.95220072006068
mu12.wav,0.5301204819277109,0.06626506024096386,0.12650602409638553,0.06626506024096386,0.0963855421686747,0.10843373493975904,0.006024096385542169,0.0,0.0,27.30083416262815,745.3355459753242,129.2948958345067,17.113053126513584
mu13.wav,0.018072289156626505,0.08433734939759036,0.18674698795180722,0.22289156626506024,0.28313253012048195,0.12650602409638553,0.060240963855421686,0.018072289156626505,0.0,57.972640233890274,3360.8270156880735,347.9155382545622,48.20237969279143
mu14.wav,0.0,0.0,0.012048192771084338,0.19879518072289157,0.3373493975903614,0.3373493975903614,0.1144578313253012,0.0,0.0,48.562479620883096,2358.314426928686,250.3288482683222,71.97219796688883
mu15.wav,0.0,0.018072289156626505,0.0,0.012048192771084338,0.03614457831325301,0.8373493975903614,0.0963855421686747,0.0,0.0,26.2432661101278,688.7090161269823,173.32362234533434,101.73084708356541
mu16.wav,0.0,0.0,0.006024096385542169,0.14457831325301204,0.3373493975903614,0.42771084337349397,0.08433734939759036,0.0,0.0,35.033628107009264,1227.3550983402295,165.72853252749266,70.0495273212848
mu17.wav,0.0,0.0,0.0,0.006024096385542169,0.09036144578313253,0.5481927710843374,0.35542168674698793,0.0,0.0,48.84865042799758,2386.1906486367084,246.79740783851594,117.01493472575086
mu18.wav,0.0,0.024096385542168676,0.018072289156626505,0.13855421686746988,0.3795180722891566,0.3795180722891566,0.060240963855421686,0.0,0.0,35.64459294041623,1270.5370058879705,148.9392763114483,64.57595985329623
mu19.wav,0.1144578313253012,0.10843373493975904,0.10843373493975904,0.3795180722891566,0.12650602409638553,0.1566265060240964,0.006024096385542169,0.0,0.0,31.16415866068812,971.2047850285423,128.59545317863382,32.57073186124694
mu20.wav,0.14457831325301204,0.1144578313253012,0.19879518072289157,0.2891566265060241,0.23493975903614459,0.018072289156626505,0.0,0.0,0.0,16.282108398429262,265.1070538982007,65.63812534105965,21.096916238358585
sp1.wav,0.24096385542168675,0.10240963855421686,0.1566265060240964,0.14457831325301204,0.18674698795180722,0.16265060240963855,0.006024096385542169,0.0,0.0,32.93780883371232,1084.8992507661771,130.6825626705917,29.667686495615946
sp2.wav,0.2710843373493976,0.06626506024096386,0.05421686746987952,0.12650602409638553,0.21686746987951808,0.1746987951807229,0.09036144578313253,0.0,0.0,48.9201846102633,2393.184462302242,181.6805712433976,43.809719535380275
sp3.wav,0.43373493975903615,0.09036144578313253,0.1746987951807229,0.15060240963855423,0.12650602409638553,0.024096385542168676,0.0,0.0,0.0,18.711483007192854,350.1195963284669,110.89043033741511,13.802601932978611
sp4.wav,0.3373493975903614,0.018072289156626505,0.03614457831325301,0.04216867469879518,0.04216867469879518,0.08433734939759036,0.1746987951807229,0.20481927710843373,0.060240963855421686,200.06473682503298,40025.8989208697,866.6116334181279,161.8894222937917
sp5.wav,0.12048192771084337,0.05421686746987952,0.09036144578313253,0.2469879518072289,0.21084337349397592,0.18674698795180722,0.04216867469879518,0.04819277108433735,0.0,70.43893716805756,4961.643869365561,357.0968208787401,54.61226783296313
sp6.wav,0.18072289156626506,0.1686746987951807,0.1144578313253012,0.3072289156626506,0.18072289156626506,0.03614457831325301,0.012048192771084338,0.0,0.0,23.701710214518606,561.7710670930156,147.3379166862368,22.480623126619278
sp7.wav,0.1566265060240964,0.04819277108433735,0.05421686746987952,0.07228915662650602,0.19879518072289157,0.2891566265060241,0.1686746987951807,0.012048192771084338,0.0,65.75596440292841,4323.846854559189,259.1125271359627,72.47354182901718
sp8.wav,0.05421686746987952,0.07228915662650602,0.04216867469879518,0.13253012048192772,0.1566265060240964,0.3072289156626506,0.23493975903614459,0.0,0.0,53.951409689979954,2910.754607536063,209.49397121222893,76.43645986572177
sp9.wav,0.19879518072289157,0.03614457831325301,0.006024096385542169,0.018072289156626505,0.06626506024096386,0.07228915662650602,0.2289156626506024,0.2469879518072289,0.12650602409638553,224.0660560898841,50205.59749167509,1065.625901534222,231.05434580801438
sp10.wav,0.3313253012048193,0.018072289156626505,0.018072289156626505,0.024096385542168676,0.024096385542168676,0.10843373493975904,0.1566265060240964,0.16265060240963855,0.1566265060240964,247.11843995823773,61067.52336739314,1057.4599122507498,206.93606818870765
sp11.wav,0.3192771084337349,0.12650602409638553,0.1686746987951807,0.1746987951807229,0.0963855421686747,0.08433734939759036,0.030120481927710843,0.0,0.0,35.7636204746407,1279.03654945414,185.8827101150607,23.92358740172021
sp12.wav,0.05421686746987952,0.030120481927710843,0.06626506024096386,0.09036144578313253,0.20481927710843373,0.3614457831325301,0.1927710843373494,0.0,0.0,52.52714707099331,2759.101179417761,214.23090515987045,76.55105786618955
sp13.wav,0.16265060240963855,0.012048192771084338,0.04216867469879518,0.024096385542168676,0.04819277108433735,0.05421686746987952,0.15060240963855423,0.3614457831325301,0.14457831325301204,232.27544865332274,53951.884047102365,1058.8134457403794,272.99353275983873
sp14.wav,0.21686746987951808,0.060240963855421686,0.0963855421686747,0.1686746987951807,0.25301204819277107,0.18072289156626506,0.024096385542168676,0.0,0.0,34.01383941355677,1156.9412716512277,146.07665219565104,36.314258690482454
sp15.wav,0.42168674698795183,0.1746987951807229,0.1686746987951807,0.07228915662650602,0.10843373493975904,0.04819277108433735,0.006024096385542169,0.0,0.0,23.726737667317614,562.9580803337085,130.33483993406952,14.817120760908876
sp16.wav,0.05421686746987952,0.024096385542168676,0.0783132530120482,0.07228915662650602,0.41566265060240964,0.3132530120481928,0.04216867469879518,0.0,0.0,33.35869287003875,1112.8023899975744,157.97616952709797,54.76381859671892
sp17.wav,0.012048192771084338,0.018072289156626505,0.012048192771084338,0.10843373493975904,0.16265060240963855,0.45180722891566266,0.21686746987951808,0.018072289156626505,0.0,56.51704202844427,3194.1760396449363,305.601846691221,95.2761125443896
sp18.wav,0.04216867469879518,0.10843373493975904,0.14457831325301204,0.25301204819277107,0.3433734939759036,0.10843373493975904,0.0,0.0,0.0,23.145736243430814,535.7251062504668,105.17802499797355,32.78410079330485
sp19.wav,0.40963855421686746,0.0783132530120482,0.09036144578313253,0.24096385542168675,0.10240963855421686,0.04216867469879518,0.03614457831325301,0.0,0.0,31.718132739645856,1006.0399444897943,159.28477947819627,21.043081622984715
sp20.wav,0.10240963855421686,0.060240963855421686,0.05421686746987952,0.12048192771084337,0.23493975903614459,0.29518072289156627,0.13253012048192772,0.0,0.0,48.95043016454679,2396.1446132941724,199.3721106869792,61.865876265528506
